Video Path,chunk,label
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032048/1110032048.avi,1110032048.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032049/1110032049.avi,1110032049.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032050/1110032050.avi,1110032050.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032051/1110032051.avi,1110032051.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032052/1110032052.avi,1110032052.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032053/1110032053.avi,1110032053.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032055/1110032055.avi,1110032055.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032056/1110032056.avi,1110032056.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032058/1110032058.avi,1110032058.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032059/1110032059.avi,1110032059.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032060/1110032060.avi,1110032060.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032061/1110032061.avi,1110032061.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032062/1110032062.avi,1110032062.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/111003/1110032063/1110032063.avi,1110032063.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740111/1813740111.avi,1813740111.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740112/1813740112.avi,1813740112.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740115/1813740115.avi,1813740115.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740116/1813740116.avi,1813740116.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740118/1813740118.avi,1813740118.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740119/1813740119.avi,1813740119.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740122/1813740122.avi,1813740122.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740123/1813740123.avi,1813740123.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740124/1813740124.avi,1813740124.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740126/1813740126.avi,1813740126.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740127/1813740127.avi,1813740127.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740128/1813740128.avi,1813740128.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740131/1813740131.avi,1813740131.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740133/1813740133.avi,1813740133.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740135/1813740135.avi,1813740135.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740137/1813740137.avi,1813740137.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740138/1813740138.avi,1813740138.avi,0
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740143/1813740143.avi,1813740143.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740144/1813740144.avi,1813740144.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740149/1813740149.avi,1813740149.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374015/181374015.avi,181374015.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740150/1813740150.avi,1813740150.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740153/1813740153.avi,1813740153.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740155/1813740155.avi,1813740155.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740157/1813740157.avi,1813740157.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740159/1813740159.avi,1813740159.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374016/181374016.avi,181374016.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740162/1813740162.avi,1813740162.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740164/1813740164.avi,1813740164.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740165/1813740165.avi,1813740165.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740167/1813740167.avi,1813740167.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740168/1813740168.avi,1813740168.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740169/1813740169.avi,1813740169.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374017/181374017.avi,181374017.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740171/1813740171.avi,1813740171.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740172/1813740172.avi,1813740172.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740173/1813740173.avi,1813740173.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740174/1813740174.avi,1813740174.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740176/1813740176.avi,1813740176.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740178/1813740178.avi,1813740178.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740179/1813740179.avi,1813740179.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740180/1813740180.avi,1813740180.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740181/1813740181.avi,1813740181.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740182/1813740182.avi,1813740182.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740183/1813740183.avi,1813740183.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740184/1813740184.avi,1813740184.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740185/1813740185.avi,1813740185.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374019/181374019.avi,181374019.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740210/1813740210.avi,1813740210.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740211/1813740211.avi,1813740211.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740212/1813740212.avi,1813740212.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740213/1813740213.avi,1813740213.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740214/1813740214.avi,1813740214.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740218/1813740218.avi,1813740218.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740219/1813740219.avi,1813740219.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740220/1813740220.avi,1813740220.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740221/1813740221.avi,1813740221.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740224/1813740224.avi,1813740224.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740225/1813740225.avi,1813740225.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740226/1813740226.avi,1813740226.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740227/1813740227.avi,1813740227.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740229/1813740229.avi,1813740229.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374023/181374023.avi,181374023.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740231/1813740231.avi,1813740231.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740232/1813740232.avi,1813740232.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740233/1813740233.avi,1813740233.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740234/1813740234.avi,1813740234.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740235/1813740235.avi,1813740235.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740236/1813740236.avi,1813740236.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740237/1813740237.avi,1813740237.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740238/1813740238.avi,1813740238.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374024/181374024.avi,181374024.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740240/1813740240.avi,1813740240.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740241/1813740241.avi,1813740241.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740242/1813740242.avi,1813740242.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740243/1813740243.avi,1813740243.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740245/1813740245.avi,1813740245.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740249/1813740249.avi,1813740249.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374025/181374025.avi,181374025.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740250/1813740250.avi,1813740250.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740251/1813740251.avi,1813740251.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740252/1813740252.avi,1813740252.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740253/1813740253.avi,1813740253.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740255/1813740255.avi,1813740255.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740256/1813740256.avi,1813740256.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740257/1813740257.avi,1813740257.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740258/1813740258.avi,1813740258.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740259/1813740259.avi,1813740259.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374026/181374026.avi,181374026.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740260/1813740260.avi,1813740260.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740261/1813740261.avi,1813740261.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740262/1813740262.avi,1813740262.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740263/1813740263.avi,1813740263.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740264/1813740264.avi,1813740264.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740265/1813740265.avi,1813740265.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740266/1813740266.avi,1813740266.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740267/1813740267.avi,1813740267.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740268/1813740268.avi,1813740268.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740269/1813740269.avi,1813740269.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374027/181374027.avi,181374027.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740270/1813740270.avi,1813740270.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740271/1813740271.avi,1813740271.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740272/1813740272.avi,1813740272.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740273/1813740273.avi,1813740273.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740274/1813740274.avi,1813740274.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740275/1813740275.avi,1813740275.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740276/1813740276.avi,1813740276.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740277/1813740277.avi,1813740277.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740278/1813740278.avi,1813740278.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/1813740279/1813740279.avi,1813740279.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374028/181374028.avi,181374028.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/181374/181374029/181374029.avi,181374029.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481035/2000481035.avi,2000481035.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481036/2000481036.avi,2000481036.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481037/2000481037.avi,2000481037.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481038/2000481038.avi,2000481038.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481039/2000481039.avi,2000481039.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481040/2000481040.avi,2000481040.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481041/2000481041.avi,2000481041.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481043/2000481043.avi,2000481043.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000481048/2000481048.avi,2000481048.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482008/2000482008.avi,2000482008.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482009/2000482009.avi,2000482009.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482012/2000482012.avi,2000482012.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482018/2000482018.avi,2000482018.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482021/2000482021.avi,2000482021.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482034/2000482034.avi,2000482034.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482037/2000482037.avi,2000482037.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482038/2000482038.avi,2000482038.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482039/2000482039.avi,2000482039.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482041/2000482041.avi,2000482041.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482042/2000482042.avi,2000482042.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482043/2000482043.avi,2000482043.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482044/2000482044.avi,2000482044.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482049/2000482049.avi,2000482049.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482050/2000482050.avi,2000482050.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482052/2000482052.avi,2000482052.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482059/2000482059.avi,2000482059.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482065/2000482065.avi,2000482065.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482066/2000482066.avi,2000482066.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482067/2000482067.avi,2000482067.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482068/2000482068.avi,2000482068.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200048/2000482070/2000482070.avi,2000482070.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491062/2000491062.avi,2000491062.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491064/2000491064.avi,2000491064.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491065/2000491065.avi,2000491065.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491066/2000491066.avi,2000491066.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491067/2000491067.avi,2000491067.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491068/2000491068.avi,2000491068.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491070/2000491070.avi,2000491070.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491072/2000491072.avi,2000491072.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491074/2000491074.avi,2000491074.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491075/2000491075.avi,2000491075.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491076/2000491076.avi,2000491076.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491077/2000491077.avi,2000491077.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491078/2000491078.avi,2000491078.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200049/2000491079/2000491079.avi,2000491079.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501001/2000501001.avi,2000501001.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501002/2000501002.avi,2000501002.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501003/2000501003.avi,2000501003.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501004/2000501004.avi,2000501004.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501006/2000501006.avi,2000501006.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501009/2000501009.avi,2000501009.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501010/2000501010.avi,2000501010.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501011/2000501011.avi,2000501011.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501012/2000501012.avi,2000501012.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501014/2000501014.avi,2000501014.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501015/2000501015.avi,2000501015.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501016/2000501016.avi,2000501016.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501018/2000501018.avi,2000501018.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501019/2000501019.avi,2000501019.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501020/2000501020.avi,2000501020.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501021/2000501021.avi,2000501021.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501023/2000501023.avi,2000501023.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501027/2000501027.avi,2000501027.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501028/2000501028.avi,2000501028.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501030/2000501030.avi,2000501030.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501031/2000501031.avi,2000501031.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501032/2000501032.avi,2000501032.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501033/2000501033.avi,2000501033.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501035/2000501035.avi,2000501035.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501036/2000501036.avi,2000501036.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501037/2000501037.avi,2000501037.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501038/2000501038.avi,2000501038.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501039/2000501039.avi,2000501039.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501040/2000501040.avi,2000501040.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501041/2000501041.avi,2000501041.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501042/2000501042.avi,2000501042.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501043/2000501043.avi,2000501043.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501044/2000501044.avi,2000501044.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501045/2000501045.avi,2000501045.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501046/2000501046.avi,2000501046.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501049/2000501049.avi,2000501049.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501050/2000501050.avi,2000501050.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501051/2000501051.avi,2000501051.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501052/2000501052.avi,2000501052.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501053/2000501053.avi,2000501053.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501054/2000501054.avi,2000501054.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501056/2000501056.avi,2000501056.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501057/2000501057.avi,2000501057.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501060/2000501060.avi,2000501060.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501061/2000501061.avi,2000501061.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501062/2000501062.avi,2000501062.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501063/2000501063.avi,2000501063.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501065/2000501065.avi,2000501065.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501066/2000501066.avi,2000501066.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501067/2000501067.avi,2000501067.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501071/2000501071.avi,2000501071.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501074/2000501074.avi,2000501074.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501075/2000501075.avi,2000501075.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501076/2000501076.avi,2000501076.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000501078/2000501078.avi,2000501078.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502002/2000502002.avi,2000502002.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502005/2000502005.avi,2000502005.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502006/2000502006.avi,2000502006.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502007/2000502007.avi,2000502007.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502009/2000502009.avi,2000502009.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502010/2000502010.avi,2000502010.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502012/2000502012.avi,2000502012.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502013/2000502013.avi,2000502013.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502014/2000502014.avi,2000502014.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502015/2000502015.avi,2000502015.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502019/2000502019.avi,2000502019.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502020/2000502020.avi,2000502020.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502023/2000502023.avi,2000502023.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502025/2000502025.avi,2000502025.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/200050/2000502033/2000502033.avi,2000502033.avi,2
